Año,Entidad,BComerc SecPrim,BdeD SecPrim,BComerc SecSec,BdeD SecSec,BComerc SecTer,BdeD SecTer,Exportaciones,InverExtranjDir,PIBperCapita,IndiceDesempleo,ITAEE
2007,Aguascalientes,343000000,0,1706000000,173100000,3234000000,14500000,4389842000,410573807,103805.502752823,5.04903,86.9718141969575
2007,Baja California,1249000000,6100000,6494000000,442500000,4338000000,219600000,31858675000,1790829226.19,105637.628105894,1.98802,99.1529083334977
2007,Baja California Sur,56000000,0,1261000000,151400000,2223000000,444600000,148997000,910120969.05,112882.40393165,2.2166,92.325134080598
2007,Campeche,36000000,500000,1421000000,482600000,1716000000,81000000,29051551000,134523132,776943.200438325,2.09741,131.409667172291
2007,Coahuila,2641000000,0,3726000000,327700000,5169000000,562300000,17469634000,666290305.87,141073.447425164,4.16084,92.9899961076389
2007,Colima,162000000,6100000,379000000,1700000,968000000,10300000,79554000,118700791.7,96894.7558115502,2.99184,84.800148824865
2007,Chiapas,480000000,5900000,418000000,1200000,1545000000,5100000,908251000,186876594,41939.4951004214,2.06839,89.8944759596099
2007,Chihuahua,1310000000,11900000,6270000000,875500000,5366000000,96000000,28094745000,2267159665.99999,104692.622100814,3.6853,91.257372569709
2007,Ciudad de México,2639000000,180300000,120634000000,17600100000,184715000000,6959200000,2713216000,6931510735.48002,212451.142050845,5.68338,90.1049793205949
2007,Durango,1304000000,0,2577000000,136600000,1764000000,2600000,878703000,421617602.000001,83760.062564562,2.84358,86.0657942378259
2007,Guanajuato,1619000000,0,7349000000,94100000,9331000000,22700000,6425251000,1091994074.52,80583.5456151502,3.1573,82.1980690599868
2007,Guerrero,42000000,0,535000000,0,1121000000,1000000,142118000,112354004.8,52366.2072265226,1.3257,93.6330793159788
2007,Hidalgo,71000000,0,2285000000,57600000,726000000,1800000,1300633000,87068187,69731.2120310441,3.15557,87.3032313024072
2007,Jalisco,1650000000,18000000,18207000000,95200000,18559000000,201800000,14445974000,1837713503.25,98104.5655627301,3.20519,89.6484401143916
2007,Estado de México,348000000,8200000,16942000000,341700000,16083000000,543000000,8643137000,2220914372.39,66394.5371632453,4.88512,86.7783585175659
2007,Michoacán,684000000,8700000,2179000000,103600000,3363000000,3300000,357290000,1860910894,64967.356845291,2.29233,91.3221836788075
2007,Morelos,97000000,100000,1486000000,1400000,1811000000,19100000,2044923000,393498015,72182.9971312671,3.32647,92.9714746266929
2007,Nayarit,134000000,300000,241000000,91800000,907000000,5800000,37115000,244593047.17,67161.6793790218,2.70814,88.4661985696531
2007,Nuevo León,1167000000,0,68099000000,3106800000,40779000000,1519700000,19803477000,3593201467.96999,191526.797376579,3.77017,89.3010327018518
2007,Oaxaca,35000000,0,351000000,59900000,1026000000,15300000,623321000,172758460.6,47240.5553507249,1.90216,89.5319999376874
2007,Puebla,432000000,0,5388000000,93700000,4264000000,17400000,7781313000,662700760,64964.3656787493,3.61682,89.7087828386438
2007,Querétaro,692000000,0,3032000000,21200000,2300000000,18600000,3410507000,815266877.449999,115577.568455694,3.33149,84.8846158743574
2007,Quintana Roo,31000000,1000000,985000000,6800000,13452000000,553100000,40567000,1001581956.89,128769.890186757,2.74494,85.631596637903
2007,San Luis Potosí,542000000,0,4471000000,149000000,2415000000,59600000,4788268000,523921986.999999,80595.1680679097,2.55013,85.8456194105226
2007,Sinaloa,3851000000,9300000,8635000000,0,8327000000,108000000,324833000,278207661.259999,82580.6798167303,2.41738,91.4771030267312
2007,Sonora,2821000000,134400000,3939000000,33400000,4434000000,27600000,12980383000,961136627.049999,111938.229667732,2.60089,85.3192177679116
2007,Tabasco,145000000,100000,1235000000,11400000,2252000000,8300000,8272595000,179600399,160602.946720978,4.16755,82.0187834087108
2007,Tamaulipas,1129000000,0,3938000000,800000,6421000000,25800000,22517430000,877435609.999997,116231.297660439,3.54896,98.0488629042554
2007,Tlaxcala,42000000,0,298000000,153000000,370000000,1700000,746244000,92695589.0000001,51327.2012891778,4.58385,90.1456750740987
2007,Veracruz,1001000000,0,3834000000,21300000,7581000000,39200000,4270075000,577732770,69029.8010268522,2.74048,90.3054983111675
2007,Yucatán,350000000,5200000,1813000000,58800000,5200000000,348500000,1146549000,192976639.15,77960.8747035457,1.96139,88.6132989078228
2007,Zacatecas,457000000,0,211000000,0,765000000,1700000,2114570000,867519411,59369.3109202124,3.4694,78.9432772782008
2008,Aguascalientes,321000000,0,2010000000,220000000,1818000000,14300000,4456893000,337485204.58,107694.026797404,5.70512,87.3449562276306
2008,Baja California,1484000000,9000000,10266000000,436300000,6319000000,100300000,32988913000,1457864111.03,107219.885736108,4.31092,98.2883551653642
2008,Baja California Sur,74000000,0,1781000000,139000000,2974000000,571200000,183755000,837646717.99,122210.878926613,4.1735,94.7384073938003
2008,Campeche,51000000,500500000,1912000000,625700000,1753000000,77500000,31837811000,150052638.5,1032930.34916931,2.32575,120.267508040466
2008,Coahuila,2989000000,0,6324000000,273200000,5682000000,686700000,21757037000,583083045,143032.805459429,5.6901,92.5901720148333
2008,Colima,169000000,500000,477000000,1400000,1007000000,8500000,86608000,187543117.69,102637.978234191,3.36927,86.3614129121654
2008,Chiapas,575000000,1300000,462000000,5600000,1741000000,7100000,894423000,63203183.0000001,47612.0455254278,2.91552,91.9425612402271
2008,Chihuahua,1487000000,3400000,8152000000,951000000,5643000000,103000000,27704271000,2625233089.60999,109243.839611135,6.86118,92.547125726794
2008,Ciudad de México,3506000000,69000000,163012000000,18917500000,221156000000,9853000000,2870070000,7724060543.95001,226589.267143841,5.66908,91.6696743080241
2008,Durango,1491000000,1900000,5527000000,211100000,2285000000,30600000,984903000,488132089,91512.8200314124,5.50315,87.6596269764186
2008,Guanajuato,1440000000,0,9814000000,57300000,10065000000,2458900000,6419924000,751784794,85146.3820506692,5.45716,84.6022747048619
2008,Guerrero,104000000,0,742000000,0,1059000000,1000000,248331000,574946035.1,53630.4875676171,1.50196,95.1892094922173
2008,Hidalgo,79000000,0,2879000000,400000,913000000,1400000,2044631000,121744071,74796.4727984253,4.66571,90.396498503093
2008,Jalisco,2216000000,0,20701000000,370600000,22385000000,225800000,15360598000,1040661332.06,104717.227289568,4.0294,90.181891651452
2008,Estado de México,458000000,11200000,20229000000,382700000,20187000000,672300000,9909898000,2345891903.90999,71000.4242939615,5.0385,87.766226218546
2008,Michoacán,851000000,0,2428000000,231200000,4483000000,18300000,1099715000,187211323,72100.4249912769,2.92925,93.0986303276026
2008,Morelos,179000000,0,1617000000,0,2498000000,17000000,1950867000,284792855,72729.157853501,3.61092,93.1620835739921
2008,Nayarit,167000000,300000,384000000,105300000,1051000000,10100000,39904000,155139609.62,71737.749690795,3.4711,94.8521635024787
2008,Nuevo León,1129000000,0,73012000000,11471400000,48861000000,2038400000,21765787000,1670874487.12,201680.84915077,4.40989,90.6992772119178
2008,Oaxaca,42000000,0,346000000,76800000,978000000,14400000,1448886000,201179976.8,48765.8708442418,2.09445,92.3091805701223
2008,Puebla,855000000,0,6410000000,70700000,7939000000,6900000,9205475000,381131712.310001,70508.6452957239,3.16583,90.3155641755079
2008,Querétaro,676000000,0,4361000000,20100000,2493000000,5700000,4067929000,1071503836,127053.584467132,3.97021,86.9866694046461
2008,Quintana Roo,21000000,1000000,2809000000,7000000,17652000000,153700000,42303000,297270731.15,132598.155454203,3.82201,90.1212661811663
2008,San Luis Potosí,627000000,0,5068000000,186000000,2637000000,237900000,4528943000,460727327.000001,88079.9687752407,3.30427,87.6996099684517
2008,Sinaloa,4956000000,6800000,15901000000,0,10373000000,10200000,380924000,175916218.76,90396.035614897,3.51752,94.69720134469
2008,Sonora,3775000000,80500000,5490000000,8600000,5288000000,39300000,12035115000,1576951719.83,115925.11239713,4.32221,85.5778515409922
2008,Tabasco,69000000,100000,946000000,10900000,1946000000,40400000,9990789000,135083401.88,212931.475274991,5.68599,85.8342884038915
2008,Tamaulipas,1185000000,0,6471000000,27200000,5597000000,24900000,23850568000,932427943.449999,128454.888465638,4.85503,102.136174220392
2008,Tlaxcala,22000000,0,521000000,176400000,606000000,23100000,870812000,123709811,54797.7914287934,5.26893,94.9680896593947
2008,Veracruz,1378000000,0,4147000000,17200000,8758000000,31900000,5432207000,607780186.169999,74607.3139691004,2.33754,90.1398190264587
2008,Yucatán,418000000,3800000,1821000000,37600000,6487000000,905000000,1089135000,146096871.07,83366.1282997715,2.22447,89.5130453087314
2008,Zacatecas,394000000,0,204000000,0,786000000,1600000,2420351000,1836462303,65616.8044134968,2.95618,86.0578922498421
2009,Aguascalientes,290000000,0,3327000000,206700000,2596000000,13900000,3951108000,342206057.36,107606.79,6.80876,82.891760041058
2009,Baja California,1403000000,8500000,10661000000,322300000,6687000000,429200000,26741829000,829523189.549999,103099.52,6.65778,87.5884678620868
2009,Baja California Sur,72000000,0,1824000000,122100000,2863000000,729500000,165276000,455989574.37,120083.31,5.57717,94.1850212111285
2009,Campeche,49000000,200000,1190000000,514800000,1331000000,59200000,17593024000,26167399.62,714090.82,3.42689,108.275355188436
2009,Coahuila,2681000000,0,7388000000,124500000,5098000000,639400000,13904920000,381210294.72,124311.81,7.11484,78.2835410916166
2009,Colima,86000000,200000,522000000,700000,1001000000,5100000,81344000,134864698.96,94843.45,4.22052,83.619400754966
2009,Chiapas,604000000,600000,435000000,2600000,2923000000,3600000,855359000,91881580.19,44398.04,2.67753,91.3760301659408
2009,Chihuahua,1675000000,0,6988000000,1366700000,6132000000,477600000,24772116000,1424710974.07,102545.22,8.41372,84.2089926609858
2009,Ciudad de México,2728000000,50800000,184247000000,27357500000,212842000000,13333700000,2378038000,5252792046.02,229126.98,6.4035,88.3822601638064
2009,Durango,1307000000,0,7120000000,80600000,2299000000,13600000,829446000,127368829.39,88194.45,7.14398,86.2635404482037
2009,Guanajuato,1581000000,0,11134000000,40500000,13069000000,23400000,5684014000,508597998.97,79920.62,5.78446,81.0115588519262
2009,Guerrero,62000000,0,673000000,0,969000000,1000000,464864000,136014108.07,49744.08,1.92569,91.9693123682958
2009,Hidalgo,52000000,0,2682000000,400000,1136000000,1200000,1269505000,111455124,66487.59,5.74024,84.6734700843992
2009,Jalisco,2007000000,0,22198000000,265700000,24567000000,203100000,15059588000,1005721113.59,98288.93,4.92395,85.4444704586385
2009,Estado de México,221000000,10300000,21969000000,721500000,20248000000,626200000,7648353000,1592380484.35,68777.43,6.62353,83.4138658885144
2009,Michoacán,549000000,0,2576000000,249300000,5327000000,20400000,805947000,156475305.14,63750.91,3.65813,88.187214428454
2009,Morelos,159000000,0,1370000000,0,2692000000,6400000,1562214000,121691886.36,71438.33,3.44284,92.4350260021267
2009,Nayarit,152000000,0,460000000,227400000,948000000,6300000,57563000,104336008.11,65354.69,3.73098,89.7817011480403
2009,Nuevo León,1439000000,0,65542000000,10028700000,52930000000,2488300000,17327012000,952556422.329998,186799.86,6.68618,84.6867440118147
2009,Oaxaca,80000000,0,329000000,64800000,1077000000,2200000,1044383000,235927975.35,46150.79,2.0155,91.4444381065118
2009,Puebla,366000000,0,6089000000,64100000,5896000000,199700000,6675261000,182548394.15,65972.61,3.57227,83.3073142101025
2009,Querétaro,649000000,0,3906000000,6700000,3035000000,6900000,3471123000,1131609862.2,118579.12,8.04481,84.4750239435819
2009,Quintana Roo,15000000,800000,2702000000,4100000,18968000000,119100000,35712000,290410516.82,130232.89,5.55751,82.4208952193508
2009,San Luis Potosí,762000000,0,5663000000,85600000,2630000000,58200000,3559105000,85025897,81530.03,3.76368,83.0948024658918
2009,Sinaloa,3950000000,2800000,14926000000,106800000,9572000000,8300000,208159000,149510044.3,86965.54,5.06865,90.7119479691072
2009,Sonora,3259000000,74100000,5179000000,247800000,4902000000,36700000,9380258000,358107391.74,110952.87,6.2172,80.4157683420876
2009,Tabasco,93000000,0,888000000,300000,1687000000,27300000,6968591000,90366139.27,178315.73,5.94688,89.5807262431866
2009,Tamaulipas,1345000000,0,8123000000,26000000,7896000000,17300000,18320316000,603163574.230001,110573.96,6.37921,92.9207209343436
2009,Tlaxcala,12000000,0,417000000,42800000,539000000,1100000,645311000,72191991,52816.59,5.95741,93.2486045806751
2009,Veracruz,1141000000,0,3838000000,2300000,10106000000,27900000,4106798000,518413177.07,68740.08,3.15318,88.1775112332555
2009,Yucatán,730000000,0,1825000000,660000000,5822000000,3291700000,1033444000,79840368.0799999,83758.57,3.18571,87.7552261699068
2009,Zacatecas,241000000,0,379000000,427400000,815000000,1600000,1634146000,301516316,66242.85,4.64986,88.8690429498654
2010,Aguascalientes,321000000,0,3714000000,462400000,2016000000,1200000,5647930000,333154532.3,114629.6,6.92706,88.071276119193
2010,Baja California,1467000000,1500000,9269000000,1332600000,14275000000,592900000,28882194000,1414822949.7,106973.5,5.3748,91.9741855137143
2010,Baja California Sur,65000000,0,2008000000,149300000,2777000000,416300000,190833000,521603433.720001,119799.6,5.76579,96.1998321203805
2010,Campeche,57000000,200000,861000000,498100000,1323000000,41100000,23556375000,73203547.9499999,780615.2,2.6737,104.560283451539
2010,Coahuila,3145000000,0,6100000000,198500000,5757000000,582800000,21970635000,751200891,140519.5,6.93808,91.0340791627579
2010,Colima,269000000,200000,555000000,500000,1142000000,3300000,107856000,264838877.15,110683.9,4.40704,89.6849523515211
2010,Chiapas,494000000,0,569000000,1200000,2411000000,3600000,1245155000,157675836.15,49100.9,2.8243,96.463136920315
2010,Chihuahua,1864000000,0,9985000000,1396200000,6234000000,49400000,34633882000,1847780537.25,106661.5,5.70006,87.7188785241844
2010,Ciudad de México,2831000000,35900000,217248000000,28842300000,233308000000,18860800000,2759613000,4064556145.56,245654.7,6.61349,91.5394582187127
2010,Durango,1316000000,0,4523000000,69600000,2519000000,1200000,1117273000,414063762.4,94572.4,5.7608,89.5348143134486
2010,Guanajuato,1884000000,0,11425000000,548100000,12403000000,19400000,8275950000,399273873.54,89471,5.75182,86.981157847211
2010,Guerrero,54000000,0,870000000,0,998000000,1000000,629384000,139551181.57,54114.9,2.10773,96.8370739725734
2010,Hidalgo,65000000,0,3063000000,400000,1262000000,1200000,1099189000,380346931,73450.3,4.00359,89.3155740243109
2010,Jalisco,2841000000,0,22061000000,204600000,28084000000,224200000,18800995000,2210295161.8,105703.4,5.77721,90.849329628778
2010,Estado de México,275000000,23000000,30209000000,8098000000,23063000000,505800000,10863011000,2028378657.04,76584,6.71471,89.8663069750239
2010,Michoacán,1048000000,0,2808000000,69800000,4826000000,198800000,1180681000,158195142.87,67704.4,3.62967,91.7380979515681
2010,Morelos,266000000,0,1148000000,0,3021000000,400000,2101613000,199379236,77002.8,3.86028,96.0787193624437
2010,Nayarit,294000000,185700000,785000000,81900000,2102000000,44000000,63365000,178127653.13,68864.6,3.83009,94.3631484984447
2010,Nuevo León,1242000000,0,67295000000,11515300000,48608000000,4309000000,21343766000,4841885549.65999,205198.1,5.78856,91.1274982555371
2010,Oaxaca,46000000,0,443000000,105400000,1434000000,46600000,830211000,117569132.14,51486,2.61405,92.9019556115613
2010,Puebla,559000000,0,6083000000,120800000,6118000000,81400000,8596410000,772902402.340001,72897.3,4.21143,90.5078334077923
2010,Querétaro,628000000,0,6169000000,4400000,3249000000,2800000,4598764000,852033415.500002,128941.2,7.12144,89.8163728311506
2010,Quintana Roo,12000000,700000,3297000000,2900000,13489000000,50300000,59003000,296699492.11,137178.6,5.27706,86.6278325694445
2010,San Luis Potosí,800000000,0,5956000000,1459600000,2510000000,40400000,4825611000,473494727,88489.7,4.3678,87.4960410055896
2010,Sinaloa,4403000000,700000,15699000000,158300000,11570000000,103600000,265118000,217615672.53,94834.1,4.10626,93.5820514889445
2010,Sonora,3518000000,42700000,5421000000,17900000,7299000000,71500000,13490936000,1108840353.44,120094,7.60659,84.5558818392942
2010,Tabasco,145000000,0,899000000,300000,1762000000,15900000,10608707000,141262487.31,211631.7,8.20082,94.8311368996142
2010,Tamaulipas,1488000000,0,6634000000,235900000,7394000000,12900000,21294756000,1035875732.56,117640.8,7.62651,94.7117295803094
2010,Tlaxcala,8000000,0,934000000,21500000,651000000,6700000,816038000,91171233.4,57068.5,6.4821,101.314479693586
2010,Veracruz,1264000000,0,5505000000,161100000,9882000000,28700000,5172167000,1230772750.97,74959.6,3.73558,91.9103943500515
2010,Yucatán,664000000,0,1943000000,622700000,4777000000,2602200000,1200008000,94817557.58,89987.4,2.55023,90.8992919984793
2010,Zacatecas,307000000,0,376000000,426600000,818000000,1600000,2277321000,381918385,75677,5.15155,98.5508351993919
2011,Aguascalientes,385000000,0,3949000000,626100000,1940000000,0,6051641000,187721737.17,123645.9,6.31669,91.9650732676061
2011,Baja California,1342000000,0,10234000000,478000000,9064000000,622100000,30151513000,766322327.189998,121937.8,7.08138,94.6675152732083
2011,Baja California Sur,127000000,0,2431000000,98800000,2746000000,475500000,174852000,711160428.78,157790.5,4.49746,99.7219096121821
2011,Campeche,44000000,200000,1073000000,498300000,3092000000,23400000,31335436000,24797560.59,895284.5,2.7465,100.751477784048
2011,Coahuila,3544000000,0,7696000000,203400000,5911000000,368900000,27238515000,647141526.509999,164349.9,5.6061,97.2129917763049
2011,Colima,331000000,0,662000000,100000,1394000000,2000000,142734000,154613326.15,120805.9,4.31577,96.19625451022
2011,Chiapas,531000000,0,660000000,0,3122000000,0,1665279000,92808819.2499999,51692,2.24434,99.4736360116492
2011,Chihuahua,1892000000,0,9888000000,1711400000,7013000000,0,38446014000,1218112005.09,103829.5,6.02427,89.7415125686699
2011,Ciudad de México,4398000000,16200000,245506000000,53287600000,278329000000,22948900000,3068807000,7507591731.33001,260180.8,6.03414,94.7902737458078
2011,Durango,1395000000,0,8549000000,716100000,2307000000,800000,1402922000,228619286.88,101986.9,5.41554,93.2621487736003
2011,Guanajuato,2396000000,0,12212000000,488000000,13133000000,0,9701099000,1424685596.79,95276.1,5.11926,92.1940345130861
2011,Guerrero,28000000,0,994000000,0,1048000000,600000,680047000,241804087.2,59381.9,2.12818,98.0196617882834
2011,Hidalgo,75000000,0,2271000000,0,1533000000,500000,1539100000,265525408.05,83431.4,4.17594,92.8940237148558
2011,Jalisco,4028000000,0,23245000000,1069700000,32534000000,605400000,15333202000,1036265968.03,115809.5,5.2879,93.5762882919135
2011,Estado de México,336000000,9400000,31116000000,5520300000,27494000000,824300000,15920530000,2711662556.35001,81263.8,5.96204,94.0148862690948
2011,Michoacán,1364000000,0,2920000000,521500000,6910000000,532500000,1142307000,150682434.36,74871.7,2.87514,95.4960065514982
2011,Morelos,301000000,0,1787000000,0,2866000000,0,3141480000,102458756.94,89240.3,2.68268,95.9104960555145
2011,Nayarit,329000000,0,823000000,35600000,2202000000,22800000,101538000,147660345.5,81605.5,5.22915,97.1790291241995
2011,Nuevo León,1537000000,0,81697000000,13275200000,62677000000,4272100000,24589655000,1679233926.41,207714.8,5.4916,95.0944330063174
2011,Oaxaca,62000000,0,536000000,46900000,1803000000,1300000,996977000,178116985.73,56556.1,2.89943,95.6987984816176
2011,Puebla,664000000,0,6807000000,51100000,8216000000,1300000,10692381000,594452502.92,74976.1,4.25576,95.0114610357256
2011,Querétaro,1473000000,0,5285000000,1300000,3596000000,2700000,6088264000,1054761952.24,147257.3,5.25392,96.5234826392842
2011,Quintana Roo,11000000,0,3372000000,1300000,18055000000,58400000,100307000,503769660.749999,145800.5,4.23555,91.4686421534328
2011,San Luis Potosí,910000000,0,9998000000,1991900000,2631000000,74200000,5755598000,268264026.85,102418.5,3.34569,92.200390610045
2011,Sinaloa,5290000000,0,14177000000,231500000,16731000000,782400000,313569000,230944167.91,99086.8,4.52413,95.4101191409478
2011,Sonora,3790000000,35400000,6156000000,0,8732000000,319000000,14095225000,304133335.26,146977.5,6.09801,92.3957841225165
2011,Tabasco,204000000,0,1221000000,300000,2108000000,6600000,15545850000,233242591.31,219536.6,6.06419,99.2996974999629
2011,Tamaulipas,1526000000,0,11983000000,130500000,8612000000,192500000,22084503000,842821901.82,125983.7,6.7695,96.5191413988319
2011,Tlaxcala,5000000,0,755000000,10000000,313000000,0,937983000,251229704.21,64268.9,5.84649,98.1451632071928
2011,Veracruz,1444000000,0,6733000000,155200000,10431000000,26500000,6745682000,1189113095.66,94855.4,3.21672,95.5795456713463
2011,Yucatán,650000000,0,2658000000,750900000,5177000000,1253600000,1326400000,165535432.68,101599.4,2.46223,94.0245173927132
2011,Zacatecas,337000000,0,414000000,422600000,1012000000,1600000,3223110000,466732925.55,113361.6,6.11655,98.6504705498903
2012,Aguascalientes,758000000,0,3246000000,206200000,2757000000,0,6183783000,355209502.95,132213.2,6.00679,97.0405550752415
2012,Baja California,2088000000,0,13124000000,752400000,8478000000,276400000,31663053000,1018515250.56,128457.2,5.87701,97.9592437517637
2012,Baja California Sur,106000000,0,1950000000,76300000,2524000000,73700000,169198000,738606626.619998,160680.5,5.56941,102.015333116469
